ID,Deputados,Órgãos,Votações
10349,"73470, 73475, 73487, 73532, 73888, 73896, 74199, 74646",180,Nenhuma votação
10350,"73470, 73475, 73487, 73532, 73888, 73896, 74199, 74646",180,Nenhuma votação
10351,"73470, 73475, 73487, 73532, 73888, 73896, 74199, 74646",180,Nenhuma votação
10352,"73487, 73532, 73888, 73896, 74199",180,Nenhuma votação
10353,"73475, 73487, 73888, 73896, 74192",180,Nenhuma votação
1322,"73532, 73888, 73896, 74192, 74199",180,Nenhuma votação
1323,"73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1324,"73475, 73487, 73532, 73888, 73896, 74192, 74646",180,13815-9
1325,"73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
1492,"73428, 73442, 73458, 73459, 73557, 73560, 73595, 73689, 73891, 73983, 73989, 73992, 74216, 74313, 74346, 74356, 74362, 74416, 74425, 74455, 74478, 74554, 74588, 74592, 74665, 74789, 74795, 74802, 74805, 74808, 74812, 74830",5409,"36732-2, 36736-2, 36745-2, 36747-2"
1493,"73428, 73442, 73458, 73459, 73557, 73560, 73595, 73891, 74216, 74305, 74313, 74346, 74356, 74362, 74416, 74455, 74554, 74588, 74592, 74665, 74789, 74795, 74805, 74808, 74809, 74812",5409,36748-2
1494,"73428, 74346, 74416, 74455, 74588, 74805, 74808",5409,Nenhuma votação
1495,"73428, 73442, 73458, 73459, 73560, 73595, 73989, 74346, 74356, 74362, 74416, 74425, 74455, 74478, 74554, 74564, 74588, 74592, 74665, 74795, 74802, 74805, 74808, 74809",5409,36753-2
1496,"73428, 73442, 73458, 73459, 73540, 73560, 73595, 73687, 73983, 74216, 74346, 74362, 74416, 74455, 74554, 74588, 74592, 74665, 74795, 74805, 74808, 74809",5409,"36751-2, 36754-2, 36755-2, 36756-2, 36757-2, 36758-2, 36759-2, 36760-2, 36764-2"
1497,"73428, 73442, 73458, 73459, 73560, 73595, 73775, 73891, 73983, 74313, 74346, 74416, 74455, 74588, 74592, 74789, 74795, 74802, 74805, 74808, 74840",5409,Nenhuma votação
1572,"73428, 73442, 73458, 73459, 73560, 73595, 73687, 73775, 73776, 73891, 73983, 74216, 74305, 74346, 74362, 74416, 74425, 74426, 74455, 74478, 74564, 74588, 74592, 74665, 74789, 74795, 74802, 74805",5409,Nenhuma votação
1615,"74194, 74298, 74405, 74462, 74464, 74469, 74472, 74520, 74556, 74588, 74671",5376,"37958-2, 37957-2, 37956-2, 37955-2, 37954-2, 37953-3, 37952-2, 37949-2, 37948-2, 37946-2, 37945-2, 37942-2"
1721,"73780, 73979, 73982, 73987, 74191, 74349, 74351, 74357, 74360, 74365, 74442",5377,"37740-2, 37776-2, 37779-2, 37780-2, 37781-2, 37784-2, 37986-2, 37995-2, 37996-2, 37997-2, 37998-2, 37999-2, 38000-2, 38001-2, 38002-2, 38003-2, 38005-2, 38006-2, 38007-2, 38008-2, 38009-2, 38010-2, 38011-2, 38023-2, 38025-2, 38026-2, 38027-2, 41500-2, 41501-2, 41503-2"
1723,"73979, 73982, 74080, 74097, 74341, 74349, 74351, 74353, 74357, 74360, 74365",5377,"38004-2, 38012-2, 38013-2, 38014-2, 38015-2, 38016-2, 38017-2, 38018-2, 38019-2, 38020-2, 41505-2, 41506-2, 41507-2, 41508-2, 41510-2, 41511-2, 41512-2, 41513-2, 41514-2, 41515-2, 41516-2, 41517-2, 41518-2, 41519-2, 41520-2, 41522-2, 41528-2"
2077,"73476, 73483, 73554, 73569, 73574, 73654, 74225, 74862",5388,47467-2
62,"73424, 73431, 73470, 73538, 74177, 74198, 74295, 74329, 74423, 74450, 74452, 74458, 74476, 74535, 74555, 74556, 74562, 74563, 74579, 74586, 74657, 74674, 74685, 74693, 74778, 74780, 74785, 74787, 74791, 74792, 74829, 74860",5387,Nenhuma votação
63,"73432, 73469, 73487, 73535, 73552, 73560, 73595, 73682, 73767, 73778, 73780, 73793, 73896, 73897, 73992, 74090, 74095, 74131, 74207, 74298, 74318, 74347, 74408, 74452, 74472, 74521, 74541, 74542, 74552, 74556, 74558, 74584, 74677, 74693, 74772, 74785, 74787, 74793, 74796, 74849, 74862",2010,Nenhuma votação
81,"73463, 73531, 73654, 73667, 73685, 73687, 73760, 73771, 73783, 73873, 73894, 73906, 73983, 74016, 74084, 74192, 74194, 74200, 74216, 74297, 74307, 74344, 74439, 74444, 74447, 74459, 74475, 74568, 74581, 74650, 74679, 74690, 74792, 74799, 74840, 74842",2009,Nenhuma votação
996,"73471, 73487, 73652, 73891, 73910, 74065, 74091, 74216, 74461, 74462, 74575, 74585, 74586, 74655, 74673, 74675, 74765, 74799, 74856",536019,"35096-2, 35099-2, 35101-2, 35102-2, 35105-2"
998,"73561, 73592, 74065, 74075, 74194, 74343, 74447, 74655, 74675, 74780, 74799, 74803, 74856",5375,35062-2
1034,"65498, 73471, 73588, 73595, 73666, 73781, 74090, 74094, 74358, 74445, 74446, 74561, 74576, 74650, 74684, 74785, 74794, 74803",5412,14654-41
1138,"74364, 74462, 74577, 74800",5364,Nenhuma votação
1139,"73435, 73464, 73535, 73603, 73645, 74225, 74329, 74364, 74457, 74462, 74590, 74695, 74700, 74704, 74800, 74842, 74848, 74856",5364,"35645-2, 35759-2, 35761-2, 35763-2, 35765-2, 35767-2, 35768-2"
1326,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
1327,"73470, 73475, 73532, 73888, 73896, 74192, 74199, 74646",180,37887-1
1328,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,"37891-1, 37898-1"
1573,"73442, 73459, 74216, 74362, 74455, 74564, 74588, 74592, 74789, 74795, 74805, 74808",5409,Nenhuma votação
1725,"73979, 73982, 73985, 73986, 73987, 74340, 74341, 74342, 74349, 74351, 74353, 74357, 74360, 74365, 74442",5377,"41550-2, 41581-2, 41590-2"
1730,"73587, 73979, 73982, 73985, 73986, 73987, 74340, 74341, 74342, 74349, 74351, 74353, 74357, 74360, 74365, 74442",5377,"41529-2, 41530-2, 41531-2, 41532-2, 41534-2, 41537-2, 41547-2, 41548-2, 41549-2, 41551-2, 41553-2, 41580-2, 41583-2, 41584-2, 41585-2, 41591-2, 41592-2, 41593-2, 41594-2, 41595-2, 41596-2, 41597-2, 41598-2, 41599-2, 41640-2, 41641-2, 41642-2"
1775,"73979, 74351, 74353, 74355, 74357, 74365",5377,Nenhuma votação
64,"73445, 73469, 73470, 73487, 73535, 73552, 73560, 73595, 73682, 73767, 73778, 73793, 73896, 73897, 73992, 74091, 74095, 74125, 74207, 74298, 74316, 74318, 74408, 74447, 74450, 74535, 74541, 74552, 74556, 74584, 74670, 74693, 74697, 74704, 74772, 74787, 74793, 74796, 74849, 74862",2010,Nenhuma votação
65,"73446, 73455, 73461, 73485, 73490, 73491, 73531, 73534, 73585, 73602, 73653, 73686, 73758, 73775, 73777, 74065, 74085, 74091, 74100, 74133, 74248, 74295, 74319, 74342, 74357, 74363, 74434, 74582, 74588, 74656, 74681, 74691, 74692, 74810, 74856",2004,Nenhuma votação
67,"73455, 73545, 73559, 73564, 73570, 73573, 73587, 73788, 73793, 73888, 73987, 74017, 74186, 74216, 74416, 74417, 74427, 74452, 74453, 74475, 74688, 74745, 74759, 74778, 74788",2012,Nenhuma votação
73,"73424, 73460, 73538, 73599, 73689, 74069, 74085, 74355, 74423, 74445, 74449, 74450, 74454, 74476, 74550, 74556, 74585, 74586, 74685, 74751, 74780, 74804, 74807",2006,Nenhuma votação
78,"73434, 73484, 73579, 73603, 73654, 73761, 73771, 73783, 74134, 74137, 74211, 74297, 74447, 74469, 74470, 74560, 74571, 74585, 74647, 74655, 74665, 74684, 74751, 74777, 74790",2007,Nenhuma votação
79,"73422, 73445, 73458, 73469, 73565, 73595, 73602, 73667, 73760, 73794, 73874, 73992, 74075, 74211, 74342, 74346, 74455, 74548, 74558, 74567, 74593, 74647, 74704, 74778, 74785, 74793, 74804",2008,Nenhuma votação
83,"73451, 73588, 73690, 73765, 73768, 73873, 74120, 74354, 74456, 74462, 74479, 74550, 74559, 74571, 74593, 74644, 74647, 74673, 74680, 74693, 74744",2011,Nenhuma votação
88,"73454, 73456, 73474, 73483, 73486, 73553, 73575, 73582, 73592, 73674, 73688, 73764, 73768, 73781, 73782, 73783, 73795, 73886, 73889, 73895, 73986, 73989, 74001, 74072, 74077, 74097, 74191, 74199, 74238, 74240, 74305, 74312, 74328, 74351, 74365, 74443, 74460, 74461, 74466, 74473, 74527, 74572, 74573, 74575, 74671, 74759, 74765, 74797, 74801, 74813",2001,Nenhuma votação
89,"73454, 73456, 73474, 73483, 73507, 73553, 73564, 73575, 73592, 73603, 73684, 73687, 73764, 73768, 73781, 73783, 73792, 73889, 73895, 73896, 73989, 74072, 74076, 74077, 74186, 74238, 74240, 74312, 74328, 74346, 74351, 74358, 74360, 74405, 74460, 74461, 74466, 74473, 74477, 74572, 74575, 74671, 74759, 74791, 74797, 74801, 74813",2001,Nenhuma votação
108,"73424, 73435, 73446, 73485, 73554, 73560, 73561, 73572, 73691, 73767, 73985, 74084, 74109, 74120, 74190, 74222, 74300, 74316, 74333, 74340, 74362, 74419, 74423, 74449, 74453, 74466, 74467, 74564, 74582, 74591, 74635, 74648, 74657, 74695, 74749, 74756, 74790, 74805, 74812, 74835, 74847",2016,Nenhuma votação
317,"73422, 73445, 73458, 73469, 73565, 73595, 73602, 73667, 73760, 73794, 73874, 73992, 74075, 74211, 74342, 74346, 74455, 74548, 74558, 74567, 74593, 74647, 74704, 74778, 74785, 74793",2008,28897-2
360,"73421, 73463, 73468, 73471, 73475, 73484, 73558, 73587, 73588, 73643, 73645, 73677, 73761, 73904, 73906, 73983, 74023, 74087, 74090, 74137, 74301, 74319, 74343, 74354, 74441, 74446, 74455, 74457, 74459, 74469, 74478, 74537, 74538, 74571, 74574, 74579, 74637, 74640, 74663, 74665, 74676, 74698, 74702, 74763, 74777, 74782, 74792, 74808, 74828, 74840, 74842",2003,Nenhuma votação
365,"65904, 73427, 73431, 73432, 73471, 73475, 73476, 73488, 73540, 73554, 73558, 73579, 73643, 73761, 73764, 73778, 73794, 73888, 74075, 74090, 74102, 74125, 74192, 74291, 74454, 74456, 74477, 74537, 74552, 74555, 74576, 74577, 74583, 74585, 74587, 74648, 74656, 74680, 74695, 74697, 74747, 74754, 74781, 74791, 74795, 74801, 74846, 74847, 74850, 97707",2018,Nenhuma votação
379,"73434, 73532, 73666, 73788, 73793, 73982, 74023, 74065, 74189, 74190, 74240, 74357, 74414, 74426, 74431, 74538, 74660, 74675, 74694, 74700, 74786, 74805, 74830, 74847",2015,Nenhuma votação
2543,"73427, 73434, 73435, 73442, 73460, 73461, 73467, 73545, 73548, 73557, 73559, 73569, 73596, 73672, 73772, 73781, 73907, 74069, 74087, 74108, 74120, 74124, 74195, 74200, 74211, 74329, 74351, 74358, 74427, 74447, 74449, 74455, 74459, 74535, 74549, 74553, 74555, 74561, 74565, 74581, 74590, 74591, 74632, 74637, 74676, 74691, 74694, 74702, 74744, 74778, 74779, 74780, 74783, 74784, 74790, 74833, 97707",2002,Nenhuma votação
68,"73461, 73490, 73534, 73585, 73758, 73775, 74133, 74248, 74337, 74342, 74357, 74434, 74458, 74588",2004,"26785-2, 26786-2, 26788-2"
77,"73469, 73470, 73487, 73552, 73560, 73595, 73682, 73778, 73793, 73896, 73897, 73992, 74072, 74095, 74207, 74211, 74298, 74306, 74318, 74472, 74542, 74552, 74556, 74584, 74588, 74670, 74693, 74697, 74787, 74793, 74795, 74862",2010,"26771-16, 26772-15, 26774-11"
121,"73564, 73570, 73573, 73587, 73888, 73987, 74186, 74355, 74452, 74475, 74553, 74588, 74670, 74745, 74759, 74788",2012,"26806-2, 26814-2, 26815-2"
125,"73490, 73602, 73979, 73982, 73985, 73987, 74069, 74075, 74084, 74085, 74087, 74090, 74099, 74222, 74340, 74342, 74343, 74345, 74346, 74349, 74351, 74357, 74360, 74363, 74364, 74654, 74747, 74749",2017,Nenhuma votação
128,"73490, 73592, 73602, 73691, 73979, 73982, 73987, 74072, 74084, 74099, 74177, 74189, 74222, 74340, 74343, 74345, 74346, 74349, 74351, 74357, 74360, 74363",2017,"25978-2, 27285-2"
843,"73421, 73424, 73431, 73458, 73470, 73482, 73538, 73572, 74198, 74329, 74343, 74423, 74450, 74458, 74476, 74477, 74553, 74559, 74562, 74563, 74579, 74586, 74588, 74657, 74674, 74685, 74693, 74751, 74756, 74778, 74780, 74785, 74791, 74792, 74829, 74860",5387,"30857-1, 30884-1"
991,"73422, 73442, 73458, 73461, 73573, 73907, 74124, 74427, 74674, 74693, 74779, 74783, 74785, 74803, 74833",5349,Nenhuma votação
1140,"73435, 73484, 73535, 73560, 73569, 73579, 73603, 73645, 74137, 74329, 74457, 74462, 74571, 74577, 74590, 74700, 74704, 74791, 74856",5364,Nenhuma votação
1329,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,37891-2
1330,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1577,"73428, 73442, 73458, 73459, 73560, 73595, 73687, 73775, 73891, 73983, 74346, 74362, 74416, 74426, 74455, 74478, 74554, 74564, 74588, 74665, 74795, 74805, 74808, 74830, 74840",5409,Nenhuma votação
1578,Nenhum deputado,Nenhum órgão,Nenhuma votação
1617,Nenhum deputado,Nenhum órgão,Nenhuma votação
1754,Nenhum deputado,Nenhum órgão,Nenhuma votação
1755,Nenhum deputado,Nenhum órgão,Nenhuma votação
84,Nenhum deputado,Nenhum órgão,Nenhuma votação
100,Nenhum deputado,Nenhum órgão,Nenhuma votação
103,Nenhum deputado,Nenhum órgão,Nenhuma votação
104,Nenhum deputado,2008,"26968-2, 26969-2, 26971-2"
106,"73469, 73470, 73487, 73552, 73682, 73778, 73780, 73793, 73896, 73897, 74095, 74211, 74298, 74306, 74316, 74318, 74408, 74419, 74447, 74450, 74472, 74541, 74542, 74552, 74556, 74584, 74588, 74670, 74672, 74693, 74697, 74772, 74778, 74785, 74787, 74793, 74795, 74796, 74809, 74849, 74861",2010,"13477-13, 14059-8, 17080-19, 17178-19, 17322-25, 18032-18, 18073-9, 18325-8, 19016-26, 19466-28, 19950-15, 20243-32, 20853-23, 20965-38, 21318-14, 21436-12, 21506-10"
361,"73468, 73471, 73475, 73480, 73540, 73587, 73677, 73761, 73983, 74090, 74112, 74301, 74343, 74354, 74441, 74446, 74455, 74457, 74459, 74469, 74478, 74537, 74538, 74665, 74674, 74684, 74698, 74763, 74782, 74794, 74829",2003,"13714-13, 13876-6, 13886-10, 13918-6, 13929-6, 13947-6, 13949-6, 13956-5, 13998-5, 14000-9, 14001-8, 14007-5, 14013-5, 14017-5, 14034-5, 14035-5, 14063-5, 14067-5, 14072-17, 14073-11, 14074-11, 14077-5, 14083-6, 14084-5, 14085-5, 14088-6, 14089-6, 14091-8, 14092-4, 14093-8, 14095-5, 14096-8, 14101-6, 14102-10, 14103-5, 14107-5, 14108-5, 14112-5, 14113-5, 14114-6, 14118-5, 14121-5, 14122-6, 14124-9, 14177-5"
380,"73434, 73532, 73666, 73788, 73793, 73910, 73982, 74023, 74065, 74111, 74189, 74240, 74326, 74414, 74426, 74431, 74465, 74538, 74660, 74671, 74675, 74700, 74786, 74793, 74800, 74805, 74830, 74834, 74847",2015,Nenhuma votação
432,"73421, 73463, 73468, 73471, 73475, 73477, 73484, 73486, 73540, 73587, 73599, 73677, 73761, 73904, 73906, 73983, 74023, 74112, 74137, 74301, 74308, 74319, 74343, 74354, 74441, 74446, 74455, 74457, 74469, 74538, 74571, 74574, 74579, 74640, 74665, 74674, 74676, 74684, 74698, 74763, 74782, 74792, 74794, 74802, 74829, 74842",2003,"14071-6, 14087-6, 14115-6, 14218-7, 14221-7, 17062-27, 17616-23, 21027-27"
844,"73424, 73431, 73458, 73460, 73470, 73538, 73572, 73689, 73777, 73896, 74177, 74198, 74295, 74321, 74329, 74343, 74423, 74449, 74450, 74458, 74475, 74476, 74477, 74535, 74555, 74556, 74559, 74562, 74563, 74579, 74588, 74592, 74657, 74674, 74685, 74693, 74699, 74751, 74778, 74780, 74785, 74787, 74791, 74792, 74829, 74860",5387,Nenhuma votação
1331,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
1332,"73470, 73475, 73487, 73888, 73896, 74192, 74199, 74646",180,37892-1
1621,"74016, 74194, 74298, 74405, 74453, 74462, 74464, 74520, 74559, 74588",5376,Nenhuma votação
1682,"73422, 73454, 73778, 73793, 73907, 73992, 74189, 74452, 74538, 74552, 74647, 74654, 74693, 74785, 74793, 74797, 74807, 74812",5323,Nenhuma votação
1799,"73691, 73986, 74069, 74072, 74085, 74091, 74099, 74177, 74298, 74340, 74342, 74343, 74345, 74357, 74364",2017,Nenhuma votação
1800,"73490, 73602, 73691, 73986, 73987, 74084, 74097, 74099, 74340, 74343, 74345, 74351, 74364",2017,Nenhuma votação
74,"73434, 73459, 73464, 73470, 73476, 73482, 73507, 73570, 73572, 73603, 73652, 73667, 73672, 73681, 73684, 73885, 73891, 74016, 74194, 74208, 74216, 74297, 74306, 74343, 74344, 74360, 74362, 74405, 74463, 74470, 74479, 74562, 74563, 74568, 74575, 74590, 74644, 74652, 74655, 74675, 74690, 74699, 74753, 74762, 74777, 74779, 74807, 74848, 74856",2014,"14993-15, 15988-9, 17506-9, 18155-12, 18254-8, 18562-8, 26802-2, 26805-2, 26934-2, 26935-2, 26936-2, 26938-2, 26940-2, 26941-2, 26942-2, 26943-2, 27051-2, 27052-2, 27053-2, 27054-2, 27055-2, 27121-2"
75,"73424, 73460, 73535, 73538, 73599, 74069, 74085, 74195, 74206, 74238, 74300, 74305, 74423, 74445, 74449, 74450, 74454, 74458, 74476, 74550, 74585, 74586, 74677, 74685, 74687, 74751, 74780, 74798, 74804, 74807, 74809",2006,"16724-15, 21551-10"
85,"73441, 73461, 73466, 73485, 73490, 73531, 73534, 73585, 73602, 73653, 73775, 73776, 73777, 73885, 74065, 74100, 74133, 74212, 74295, 74319, 74337, 74342, 74357, 74434, 74582, 74592, 74656, 74681, 74691, 74692, 74765, 74767, 74810, 74841, 74856",2004,"14075-8, 15415-11, 15700-17, 16844-15, 19589-10, 26822-2, 26956-2, 26958-2"
86,"73424, 73435, 73446, 73485, 73572, 73691, 73767, 73985, 74000, 74018, 74084, 74109, 74209, 74300, 74316, 74333, 74340, 74356, 74362, 74419, 74423, 74449, 74453, 74466, 74467, 74591, 74635, 74648, 74657, 74695, 74756, 74772, 74790, 74798, 74805, 74811, 74812, 74834, 74835",2016,"18475-11, 19757-7"
87,"65904, 73434, 73457, 73603, 73761, 73771, 73783, 73979, 74134, 74137, 74189, 74211, 74297, 74446, 74560, 74571, 74575, 74585, 74647, 74655, 74665, 74684, 74751, 74841",2007,"26821-2, 26824-2, 26825-2, 26873-2"
90,"73454, 73456, 73486, 73507, 73553, 73564, 73575, 73582, 73592, 73603, 73653, 73684, 73687, 73688, 73764, 73768, 73781, 73782, 73783, 73792, 73889, 73895, 73986, 73989, 74001, 74072, 74077, 74097, 74185, 74186, 74191, 74199, 74238, 74240, 74305, 74312, 74321, 74328, 74346, 74351, 74365, 74405, 74442, 74443, 74460, 74461, 74466, 74477, 74527, 74541, 74573, 74575, 74669, 74671, 74759, 74765, 74783, 74791, 74797, 74801, 74813",2001,"18539-8, 26792-2, 26973-2, 26974-2"
94,"73441, 73461, 73466, 73485, 73490, 73531, 73534, 73557, 73585, 73602, 73653, 73775, 73776, 73777, 74065, 74100, 74133, 74212, 74319, 74337, 74342, 74357, 74417, 74434, 74582, 74592, 74656, 74681, 74691, 74692, 74765, 74767, 74810, 74841, 74856",2004,Nenhuma votação
95,"73531, 73555, 73575, 73667, 73685, 73687, 73760, 73771, 73783, 73873, 73894, 73909, 73983, 74016, 74084, 74133, 74192, 74200, 74216, 74235, 74297, 74344, 74439, 74444, 74447, 74459, 74475, 74476, 74568, 74581, 74669, 74679, 74690, 74787, 74789, 74792, 74799, 74842",2009,"13611-7, 26826-2, 26909-2, 26959-2, 26960-2, 26961-2"
96,"73422, 73445, 73458, 73565, 73602, 73794, 73874, 73893, 74185, 74211, 74346, 74442, 74464, 74547, 74548, 74558, 74567, 74593, 74647, 74704, 74778, 74785, 74803, 74860",2008,Nenhuma votação
97,"73432, 73469, 73487, 73535, 73552, 73560, 73595, 73682, 73778, 73780, 73793, 73896, 73897, 73992, 74090, 74095, 74131, 74207, 74211, 74298, 74306, 74318, 74347, 74408, 74472, 74521, 74541, 74542, 74552, 74556, 74584, 74588, 74670, 74677, 74693, 74772, 74787, 74793, 74796, 74849",2010,Nenhuma votação
112,"73434, 73553, 73666, 73686, 73788, 73793, 73910, 73982, 74023, 74065, 74099, 74108, 74111, 74134, 74189, 74240, 74326, 74345, 74357, 74414, 74426, 74431, 74465, 74538, 74650, 74660, 74671, 74675, 74694, 74700, 74786, 74800, 74805, 74830, 74834, 74835, 74847",2015,"17582-8, 18235-9, 19439-8, 19592-9, 19804-9"
131,"73455, 73472, 73507, 73545, 73559, 73564, 73570, 73587, 73776, 73788, 73793, 73888, 73987, 74186, 74216, 74321, 74355, 74417, 74427, 74452, 74475, 74549, 74553, 74588, 74657, 74688, 74745, 74756, 74759, 74778, 74788, 74809, 74860",2012,"17632-11, 26801-2, 26804-2, 26809-2, 26813-2, 27216-2, 27219-1"
132,"65904, 73427, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73545, 73557, 73559, 73662, 73672, 73686, 73772, 73781, 73907, 74016, 74069, 74087, 74108, 74124, 74199, 74200, 74304, 74329, 74349, 74351, 74356, 74358, 74364, 74427, 74455, 74459, 74535, 74549, 74553, 74554, 74555, 74565, 74568, 74581, 74590, 74591, 74632, 74637, 74672, 74686, 74691, 74694, 74699, 74702, 74744, 74778, 74779, 74780, 74783, 74784, 74790, 74833, 74860",2002,"13277-6, 13398-7, 18366-9, 19334-9, 19460-8, 20842-18, 22739-5, 22760-6, 22763-5, 22769-5, 22796-5, 22802-5, 22804-5, 22809-5, 22845-5, 22848-6, 22865-5, 22866-5, 22921-5, 22927-5, 22928-5, 22953-5, 22956-5, 22958-5, 22977-5, 22978-5, 22979-5, 23053-5, 23068-5, 23069-5, 23071-6, 27187-2"
